站號,站名,城市,地址
C0E730,頭份,苗栗縣,頭份市中正路219號(苗栗縣頭份鎮頭份國小校園內)
C0E740,造橋,苗栗縣,造橋鄉造橋村14鄰3號(造橋國小)
C0E750,苗栗,苗栗縣,苗栗市中正路241號(建功國小)
C0E780,銅鑼,苗栗縣,銅鑼鄉福興村文化街1號(銅鑼國小)
C0E791,卓蘭,苗栗縣,卓蘭鎮中山路125-1號(卓蘭鎮圖書館樓頂)
C0E810,西湖,苗栗縣,西湖鄉二湖村2鄰22號(僑文國小)
C0E820,獅潭,苗栗縣,獅潭鄉新店村11鄰103-2號(獅潭鄉公所圖書館樓頂)
C0E830,苑裡,苗栗縣,苑裡鎮信義路1號(苑裡鎮公所)
C0E850,大河,苗栗縣,三灣鄉大河村48號(大河派出所)
C0E870,高鐵苗栗,苗栗縣,後龍鎮高鐵三路268號(高鐵苗栗站外)
C0E910,海埔,苗栗縣,後龍鎮海埔125之15號(外埔安檢所樓頂)
C0E920,通霄漁港,苗栗縣,通霄鎮漁港路69號(通霄安檢所樓頂)
C0E930,龍鳳,苗栗縣,竹南鎮龍鳳里龍江街359巷5號(龍鳳安檢所樓頂)
C0F0A0,雪山圈谷,臺中市,和平區(往雪山主峰路上9.8公里處右邊)
C0F0B0,石岡,臺中市,石岡區石岡街6號 (臺中市石岡區衛生所)
C0F0C0,中坑,臺中市,和平區中坑里中坑段39地號內
C0F0D0,審馬陣,臺中市,和平區南湖大山指標16.2K處(審馬陣山附近)
C0F0E0,南湖圈谷,臺中市,和平區南湖大山指標20K處(南湖主峰東峰岔路附近)
C0F850,東勢,臺中市,東勢區東關路647號(東勢林區管理處雙崎工作站內)
C0F861,梨山,臺中市,和平區梨山里福壽路29號（福壽山農場）
C0F970,大坑,臺中市,北屯區軍福十三路268號(東山消防分隊)
C0F9I0,神岡,臺中市,神岡區三民路639號(圳堵國小校園南側大樓屋頂平台)
C0F9K0,大安,臺中市,大安區中庄里中山南路296號(大安國小)
C0F9L0,后里,臺中市,后里區甲后路110號(后里國小)
C0F9M0,豐原,臺中市,豐原區豐榮里12鄰新生北路155號(豐原國小)
C0F9N0,大里,臺中市,大里區文化街120號(塗城國小)
C0F9O0,潭子,臺中市,潭子區中山路二段435號(潭子國小)
C0F9P0,清水,臺中市,清水區護岸路37號(高美國小)
C0F9Q0,外埔,臺中市,外埔區土城里土城西路55號(安定國小)
C0F9R0,龍井,臺中市,龍井區西里龍門路51號(龍井國小)
C0F9S0,烏日,臺中市,烏日區中山路二段196號(烏日國小)
C0F9T0,西屯,臺中市,西屯區西屯路二段300號(西屯國小)
C0F9U0,南屯,臺中市,南屯區黎明路一段968號(南屯國小)
C0F9V0,新社,臺中市,新社區大南里興中街46號(農委會種苗改良繁殖場)
C0F9X0,大雅(中科園區),臺中市,大雅區中部科學工業園區臺中園區(汙水處理機房樓頂)
C0F9Y0,桃山,臺中市,和平區(位於往桃山山屋叉路解說牌附近)
C0F9Z0,雪山東峰,臺中市,和平區(位於雪山東峰直升機停機坪東南東方60公尺處)
C0FA10,松柏,臺中市,大甲區順帆路233號(松柏安檢所樓頂)
C0FA20,溫寮,臺中市,大安區中山北路1巷67號(臺中大安區里民活動中心樓頂)
C0FA30,梧棲,臺中市,梧棲區臺灣大道十段2號海港大樓6樓
C0FA40,臺中電廠,臺中市,龍井區龍昌路1號
C0FA50,霧峰,臺中市,霧峰區新生路192號(921地震教育園區內)
C0G620,芬園,彰化縣,芬園鄉楓坑村大埔崙產業道路上(芬園往臺灣民俗村路上)
C0G650,員林,彰化縣,員林市萬年里明倫路2號(明倫國中內)
C0G660,溪湖,彰化縣,溪湖鎮大竹里彰水路2段725號(湖南國民小學內)
C0G720,溪州,彰化縣,溪州鄉溪下路四段560號(溪州鄉公所)
C0G730,二林,彰化縣,二林鎮仁愛路200號(二林消防分隊)
C0G740,大城,彰化縣,大城鄉東城村中平路185號(大城鄉公所)
C0G770,福興,彰化縣,福興鄉員鹿路二段270號(福興國中)
C0G780,秀水,彰化縣,秀水鄉安東村中山路257號(秀水國小)
C0G800,埔鹽,彰化縣,埔鹽鄉永樂村永樂路600號(永樂國小)
C0G810,埔心,彰化縣,埔心鄉舊館村員鹿路四段201號(舊館國小)
C0G820,田尾,彰化縣,田尾鄉中正路二段101號(仁豐國小)
C0G830,埤頭,彰化縣,埤頭鄉大湖村大湖路260號(大湖國小)
C0G860,社頭,彰化縣,社頭鄉社斗路一段258號(社頭國小)
C0G880,二水,彰化縣,二水鄉文化村119號(二水國小)
C0G890,伸港,彰化縣,伸港鄉新港村和平路60號(新港國小)
C0G900,線西,彰化縣,線西鄉慶福路300號（彰濱工業區線西服務大樓內)
C0G910,花壇,彰化縣,彰化縣花壇鄉彰員路2段580號（花壇國中內）
C0G920,永靖,彰化縣,永靖鄉瑚璉路230號（永靖鄉公所樓頂）
C0G940,竹塘,彰化縣,竹塘鄉東陽路二段123號（長安國小校園內）
C0G950,防潮門,彰化縣,伸港鄉全興村西全路167巷111之1號
C0G960,福寶,彰化縣,福興鄉
C0G970,三豐,彰化縣,大城鄉三豐村和平路30之1號
C0H890,埔里,南投縣,埔里鎮大城里大城路169號(南投縣立大成國民中學內)
C0H960,草屯,南投縣,草屯鎮中山里草鞋墩1街8號(草屯鎮公所樓頂)
C0H990,昆陽,南投縣,仁愛鄉昆陽警察局後方下坡處(太魯閣國家公園)石碑後20公尺
C0H9A0,神木村,南投縣,信義鄉神木村神木工作分站後方山坡上(對高岳營林區29林班地444號土地)
C0H9C0,合歡山,南投縣,仁愛鄉(近合歡山三角點，由松雪樓開車約15分鐘，大甲溪事業區第81林班)
C0I010,廬山,南投縣,仁愛鄉精英村富貴路67號前方200公尺(廬山電力公司瞭望台)
C0I080,信義,南投縣,信義鄉自強村綠美巷(內茅埔營林區23林班地)
C0I110,竹山,南投縣,竹山鎮延和里向學街32號(竹山國民小學內)
C0I360,水里,南投縣,水里鄉中山路一段515號(玉山國家公園管理處)
C0I370,魚池,南投縣,魚池鄉東池村魚池街194號(魚池鄉衛生所)
C0I380,集集,南投縣,集集鎮民生東路1號(農委會特有生物研究保育中心)
C0I390,仁愛,南投縣,仁愛鄉仁和路50號(台電公司仁愛服務所)
C0I410,名間,南投縣,名間鄉董門巷2號(名間鄉立體停車場)
C0I420,國姓,南投縣,國姓鄉民族街40號(國姓鄉老人文康活動中心)
C0I460,南投,南投縣,南投市龍泉里玉井街5號(南投市公所樓頂)
C0I480,梅峰,南投縣,仁愛鄉大同村仁和路215號(梅峰農場)
C0I490,萬大林道,南投縣,仁愛鄉曲冰段(萬大林道約7.2k附近高地)
C0I520,玉山風口,南投縣,信義鄉(玉山主峰往北峰叉路空地附近)
C0I530,小奇萊,南投縣,仁愛鄉小奇萊步道指標1.5K處附近
C0I540,奇萊稜線,南投縣,仁愛鄉奇萊連峰指標6.4K處(奇萊山屋附近)
C0K250,崙背,雲林縣,崙背鄉阿勸村阿勸農場(阿勸段487號)
C0K280,四湖,雲林縣,四湖鄉湖西村中正路766號(四湖國民中學內)
C0K291,宜梧,雲林縣,口湖鄉湖口村170號央廣口湖分台內(憲兵排樓頂)
C0K330,虎尾,雲林縣,虎尾鎮林森路一段64號(中正國民小學內)
C0K390,土庫,雲林縣,土庫鎮建國路41號(土庫消防分隊)
C0K400,斗六,雲林縣,斗六市鎮北路345-1號(斗六消防分隊)
C0K410,北港,雲林縣,北港鎮大同路565號(北港消防分隊)
C0K420,西螺,雲林縣,西螺鎮公正路211號(西螺消防分隊)
C0K430,褒忠,雲林縣,褒忠鄉中正路451號(褒忠鄉公所)
C0K440,二崙,雲林縣,二崙鄉中正路80號(二崙消防分隊)
C0K450,大埤,雲林縣,大埤鄉中山路8號(大埤鄉公所)
C0K460,斗南,雲林縣,斗南鎮延平路二段266號(斗南鎮停一立體停車場)
C0K470,林內,雲林縣,林內鄉中正路685號(林內消防分隊)
C0K480,莿桐,雲林縣,莿桐鄉和平路53號(莿桐鄉公所)
C0K500,元長,雲林縣,元長鄉長南村仁愛街2號(元長鄉公所)
C0K510,水林,雲林縣,水林鄉水北村水林路12號(水林鄉公所)
C0K530,臺西,雲林縣,台西鄉中山路110巷38號(臺西消防分隊)
C0K550,蔦松,雲林縣,水林鄉松中村蔦松路213號(蔦松國小)
C0K560,棋山,雲林縣,古坑鄉棋盤村棋山49號(棋山國小)
C0K580,高鐵雲林,雲林縣,虎尾鎮站前東路301號(高鐵雲林站外)
C0K590,雲林東勢,雲林縣,東勢鄉東榮路29巷1號(東勢鄉圖書館樓頂)
C0K600,箔子寮,雲林縣,口湖鄉漁港路370號
C0M520,東後寮,嘉義縣,義竹鄉東光村7號(台糖東後寮農場)
C0M530,奮起湖,嘉義縣,竹崎鄉阿里山事業區148林班地(中興苗圃內)
C0M640,中埔,嘉義縣,中埔鄉中埔村128號(中埔鄉公所)
C0M650,朴子,嘉義縣,朴子市竹村里36號(竹村國小)
C0M660,溪口,嘉義縣,溪口鄉中正東路103號(溪口國中學生活動中心)
C0M670,大林,嘉義縣,大林鎮新興街110號(大林地政事務所)
C0M680,太保,嘉義縣,太保市太保里31號(太保市圖書館)
C0M690,水上,嘉義縣,水上鄉三鎮村三鎮路119號(水上消防分隊)
C0M700,竹崎,嘉義縣,竹崎鄉竹崎村舊車站79號(竹崎消防分隊)
C0M710,東石,嘉義縣,東石鄉東石村3號(東石鄉公所)
C0M720,番路,嘉義縣,番路鄉下坑村蔡公店101號(番路鄉公所)
C0M730,嘉義市東區,嘉義市,親水路123 號(第五河川局水情中心)
C0M740,六腳,嘉義縣,六腳鄉蒜頭村73-2號(六腳消防分隊)
C0M750,布袋,嘉義縣,布袋鎮龍江里2-2號(布袋消防分隊)
C0M760,民雄,嘉義縣,民雄鄉文化路7號(民雄鄉公所)
C0M770,嘉義梅山,嘉義縣,梅山鄉中山路282號(梅山鄉公所)
C0M780,鹿草,嘉義縣,鹿草鄉西井村287號(鹿草鄉公所)
C0M790,新港,嘉義縣,新港鄉公園路28號(新港消防分隊)
C0M800,茶山,嘉義縣,阿里山鄉茶山路62號之1(茶山村衛生室)
C0M810,里佳,嘉義縣,阿里山鄉里佳村
C0M820,達邦,嘉義縣,阿里山鄉達邦村21號(鄒族自然與文化中心)
C0M850,表湖,嘉義縣,大埔鄉溪頭段1地號
C0M860,新美,嘉義縣,嘉義縣阿里山鄉新美村78號
C0M880,好美里,嘉義縣,布袋鎮好美里106號
C0N010,鯤鯓國小,臺南市,將軍區6號
C0N020,城西,臺南市,安南區城西街三段431號
C0N030,四草,臺南市,安南區
C0N040,蘆竹溝,臺南市,北門區蘆竹溝333之11號
C0N050,蚵寮,臺南市,北門區保吉里雙春里8鄰73-20號
C0O830,北寮,臺南市,南化區北寮里48-4號
C0O840,王爺宮,臺南市,六甲區王爺里24號（六甲國小湖東分校）
C0O860,大內,臺南市,大內區74201大內里63號(大內國民小學)
C0O900,善化,臺南市,善化區益民寮60號(亞洲蔬菜研究發展中心內)
C0O960,崎頂,臺南市,龍崎區中坑里5鄰13號
C0O970,虎頭埤,臺南市,新化區口埤18號(新化分場)
C0O980,新市,臺南市,新市區永就里53號(番子寮農場)
C0O990,媽廟,臺南市,歸仁區中正北路3段60號(保西國民小學內)
C0R100,尾寮山,屏東縣,三地門鄉口社檢查站車程約2小時(尾寮山瞭望台旁)
C0R130,阿禮,屏東縣,霧台鄉(屏東事業區第46林班)由山地文化村開車約2小時需徒步轉波站前面
C0R140,瑪家,屏東縣,瑪家鄉瑪家村4鄰24號(後山)
C0R150,三地門,屏東縣,內埔鄉水門村成功路83號(國立內埔高級農工職業學校內)
C0R160,鹽埔,屏東縣,屏東縣鹽埔鄉七份路21號(彭厝國小)
C0R170,屏東,屏東縣,屏東市復興路245號(台灣糖業公司屏東區處場區內)
C0R190,赤山,屏東縣,萬巒鄉建興路40號（赤山國小）
C0R220,潮州,屏東縣,潮州鎮光春路290號(屏東縣立光春國民中學內)
C0R240,來義,屏東縣,萬巒鄉新隆路64號萬巒農場（佳佐段180號）
C0R260,春日,屏東縣,春日鄉鄉公所資源回收場旁
C0R270,琉球嶼,屏東縣,琉球鄉天台段596及597地號
C0R280,檳榔,屏東縣,滿州鄉長樂村大公路14號(往南仁山方向)
C0R320,車城,屏東縣,車城鄉福興村中山路66號(車城國小)
C0R341,牡丹,屏東縣,199縣道23K-23.5K間車城往旭海方向之右側
C0R350,貓鼻頭,屏東縣,恆春鎮(貓鼻頭風景區內)
C0R440,大漢山,屏東縣,春日鄉大漢山頂
C0R470,高樹,屏東縣,高樹鄉興中路330號(高樹圖書館)
C0R480,長治,屏東縣,長治鄉德成村中興路572-1號(長治消防分隊)
C0R490,九如,屏東縣,九如鄉九如路二段416號(九如鄉公所)
C0R520,崁頂,屏東縣,崁頂鄉崁頂村興農路29-10號(崁頂消防分隊)
C0R540,佳冬,屏東縣,佳冬鄉佳昌路2號(佳冬鄉公所)
C0R550,新埤,屏東縣,新埤鄉民眾路103號(新埤消防分隊)
C0R560,新園,屏東縣,新園鄉仙吉村店口路116號(新園消防分隊)
C0R570,麟洛,屏東縣,麟洛鄉中山路158號(麟洛鄉公所)
C0R580,南州,屏東縣,南州鄉溪南村人和路241號(南州消防分隊)
C0R590,里港,屏東縣,里港鄉永春村中山路104號(里港鄉公所)
C0R600,舊泰武,屏東縣,泰武鄉泰武村良武巷101號(舊泰武村老人活動中心)
C0R620,墾雷,屏東縣,恆春鎮燈塔路51巷33號(氣象署墾丁雷達站區內)
C0R640,東港,屏東縣,東港鎮豐漁里豐漁街67號（水產試驗所東港生技研究中心）
C0R650,竹田,屏東縣,竹田鄉中正路123號(竹田鄉公所清潔隊)
C0R660,枋寮,屏東縣,枋寮鄉枋寮村德興路197號(枋寮國小)
C0R670,楓港,屏東縣,枋山鄉善餘村光復路24號(楓港國小)
C0R680,佳樂水,屏東縣,滿州鄉佳樂水風景區內
C0R690,墾丁,屏東縣,恆春鎮墾丁森林遊樂區林業試驗所觀測坪
C0R700,枋山,屏東縣,枋山鄉中山路三段52號(加祿國小)
C0R710,龍磐,屏東縣,屏東縣恆春助航台(NDB歸航台)
C0R720,旭海,屏東縣,牡丹鄉旭海大草原步道旁
C0R730,大坪頂,屏東縣,屏東縣恆春鎮大坪頂電信機房旁
C0R740,獅子,屏東縣,屏東縣獅子鄉楓林村2巷26號
C0R750,四林格山,屏東縣,屏東縣牡丹鄉四林格山遊樂區第2涼亭旁大草原
C0R760,南仁湖,屏東縣,屏東縣滿州鄉南仁湖步道4K山頂觀測站旁
C0R770,保力,屏東縣,屏東縣車城鄉保力村竹社路5號
C0R780,滿州,屏東縣,屏東縣滿州鄉文化路32號
C0R790,九棚,屏東縣,屏東縣牡丹鄉九棚中科院基地
C0R800,丹路,屏東縣,屏東縣獅子鄉丹路一巷1號
C0R810,內獅,屏東縣,獅子鄉內獅村1號(內獅國小)
C0R820,白鷺,屏東縣,屏東縣來義鄉白鷺大橋沿白鷺道路5.5公里處
C0R830,高士,屏東縣,屏東縣牡丹鄉高士社區進水廠水塔頂
C0R840,牡丹池山,屏東縣,屏東縣牡丹鄉牡丹池山山頂
C0R850,林邊,屏東縣,林邊鄉竹林村中興路122號
C0R860,鼻頭,屏東縣,滿州鄉九棚村
C0R870,興海,屏東縣,滿州鄉港口村13鄰興海路106號
C0R880,後壁湖,屏東縣,恆春鎮大光里9鄰大光路79之40號
C0R890,山海,屏東縣,恆春鎮山海里山海路2之1號
C0R900,竹坑,屏東縣,車城鄉海口村尖山46號
C0R910,下寮,屏東縣,枋寮鄉德聖路47號
C0R920,塭仔,屏東縣,佳冬鄉焰溫村炯興路51號
C0R930,萬丹,屏東縣,萬丹鄉和平西路149號（萬丹消防分隊樓頂）
C0R940,加祿堂,屏東縣,枋山鄉加祿村190之300號
C0S660,下馬,臺東縣,海端鄉廢棄下馬派出所旁
C0S690,太麻里,臺東縣,太麻里鄉(往金針山茶區之半路上)
C0S700,知本,臺東縣,卑南鄉溫泉村(溫泉國小之樂山分校內)
C0S710,鹿野,臺東縣,鹿野鄉鹿野高台高眺亭公廁東側草地上
C0S730,綠島,臺東縣,綠島鄉
C0S740,池上,臺東縣,池上鄉新興村104號(退輔會臺東農場內)
C0S750,向陽,臺東縣,海端鄉向陽(公路局向陽工務段圍牆內)
C0S760,紅石,臺東縣,海端鄉紅石(紅石瞭望臺旁)
C0S770,大溪山,臺東縣,太麻里鄉多良村(廢棄中華電信轉播站旁)
C0S790,金崙,臺東縣,太麻里鄉金崙段0304-1地號
C0S810,東河,臺東縣,東河鄉北東河17鄰26號(東河國民小學操場旁)
C0S830,長濱,臺東縣,長濱鄉竹湖村移民橋後方山頂三角點旁
C0S840,南田,臺東縣,達仁鄉南田村南田風景區公園對面
C0S890,關山,臺東縣,關山鎮親水公園內
C0S900,蘭嶼高中,臺東縣,蘭嶼鄉椰油村37號（蘭嶼高中內）
C0S910,蘭嶼燈塔,臺東縣,蘭嶼鄉椰油段1-7地號（蘭嶼燈塔旁）
C0S920,金峰嘉蘭,臺東縣,金峰鄉嘉蘭村12鄰665號(金峰鄉嘉蘭村活動中心)
C0S930,延平,臺東縣,臺東縣延平鄉昇平路75號(延平消防分隊)
C0S940,石寧山,臺東縣,長濱鄉寧埔村石寧山附近山區
C0S950,七塊厝,臺東縣,東河鄉尚德村七塊厝產業道路附近山區
C0S960,香蘭,臺東縣,太麻里鄉香蘭村四鄰28號 (香蘭國小)
C0S970,加津林,臺東縣,大武鄉大竹村14鄰加津林4號(舊高溪派出所)
C0S980,勝林山,臺東縣,達仁鄉勝林山山頂停機坪旁(與大武鄉交界附近)
C0S990,山豬窟,臺東縣,大武鄉南興村山豬窟產業道路附近山區(梅園涼亭旁)
C0SA00,歷坵,臺東縣,金峰鄉歷坵產業道路附近山區
C0SA10,檳榔四格山,臺東縣,卑南鄉檳榔四格山山頂瞭望臺旁
C0SA20,金崙山,臺東縣,太麻里鄉富山產業道路附近山區(與金峰鄉交界附近)
C0SA30,都歷,臺東縣,成功鎮新村路25號(東部海岸國家風景區管理處)
C0SA40,瑞和,臺東縣,鹿野鄉瑞和村瑞景路3段1號(瑞源國中)
C0SA60,知本（水試所）,臺東縣,臺東縣臺東市知本路2段291巷299號
C0SA80,土?,臺東縣,達仁鄉土?村1鄰10號(土?國民小學操場旁)
C0SA90,達仁林場,臺東縣,臺東縣達仁鄉臺東達五號農路4K處
C0T790,大禹嶺,花蓮縣,秀林鄉立霧溪事業區67林班地(救國團大禹山莊)
C0T820,天祥,花蓮縣,秀林鄉立霧溪事業區80林班地(天祥祥德寺)
C0T870,鯉魚潭,花蓮縣,壽豐鄉池南村池南路一段8號(鯉魚潭風景區旁)
C0T900,西林,花蓮縣,萬榮鄉西林路8鄰114號(西林國民小學運動場旁)
C0T960,光復,花蓮縣,光復鄉大進村糖廠街19號(台糖公司花蓮光復糖廠內)
C0T9A0,月眉山,花蓮縣,壽豐鄉月眉山旁的小山丘上(過米棧大橋往山上水璉方向至四號橋左轉之山上)
C0T9B0,水源,花蓮縣,秀林鄉原林務局水源段的苗圃內
C0T9D0,和中,花蓮縣,秀林鄉秀林村62號(和平國小和中分校校園內)
C0T9E0,大坑,花蓮縣,壽豐鄉10鄰山嶺80之1號(中華電信公司賀田山機房)旁
C0T9F0,水璉,花蓮縣,壽豐鄉水璉村
C0T9G0,鳳林山,花蓮縣,鳳林鎮
C0T9H0,加路蘭山,花蓮縣,豐濱鄉臨海段776-4號
C0T9I0,豐濱,花蓮縣,豐濱鄉豐濱村
C0T9M0,靜浦,花蓮縣,豐濱鄉靜浦村活動中心後山上
C0T9N0,富里,花蓮縣,富里鄉永安街52號(富里國小)
C0U520,雙連埤,宜蘭縣,員山鄉雙連埤地區(需徒步20分鐘)
C0U600,礁溪,宜蘭縣,礁溪鄉礁溪路四段23號(礁溪國民中學教室後宿舍旁)
C0U650,玉蘭,宜蘭縣,大同鄉松羅村鹿場路11號(往松羅山頂瞭望亭旁)
C0U710,太平山,宜蘭縣,大同鄉太平山93林班地(林務局路標22.3k處)
C0U720,南山,宜蘭縣,大同鄉南山村4鄰埤南巷31-3號(南山國民小學內)
C0U750,龜山島,宜蘭縣,頭城鎮龜山島山頂401高地觀景台
C0U760,東澳,宜蘭縣,南澳鄉東岳村蘇花路三段209號(東澳國小校園內)
C0U770,南澳,宜蘭縣,南澳鄉中央氣象署地震中心系統維護課之南澳地震站
C0U780,五結,宜蘭縣,五結鄉五結中路二段88號(五結國小)
C0U860,頭城,宜蘭縣,頭城鎮協天路468號(中華電信頭城海纜站內)
C0U870,大礁溪,宜蘭縣,礁溪鄉二結村一鄰9-1號(國立宜蘭大學實驗林場)
C0U880,北關,宜蘭縣,頭城鎮濱海路三段(北關梗枋漁港北側路邊)
C0U890,三星,宜蘭縣,三星鄉月眉街54號(三星國中)
C0U900,內城,宜蘭縣,員山鄉內城路545號(內城國民中小學)
C0U910,冬山,宜蘭縣,冬山鄉冬山路98-5號(冬山消防分隊)
C0U940,羅東,宜蘭縣,羅東鎮羅東運動公園南側(北成路二段停車場旁自行車道入口)
C0U950,鶯子嶺,宜蘭縣,頭城鎮鶯子嶺通信站區內
C0U960,翠峰湖,宜蘭縣,大同鄉太平山翠峰湖停車場木棧道旁
C0U970,大福,宜蘭縣,壯圍鄉大福路一段62巷26號(大福國小)
C0U980,坪林石牌,宜蘭縣,頭城鎮與新北市坪林區交界附近之國有林班地(位於坪林石牌附近山區)
C0U990,員山,宜蘭縣,員山鄉員山村復興路39號(員山國小)
C0UA00,土場,宜蘭縣,大同鄉土場
C0UA10,鴛鴦湖,宜蘭縣,大同鄉100線林道約15K(太平山事業區32林班內，鴛鴦湖工作站旁空地)
C0UA20,多加屯,宜蘭縣,大同鄉南湖大山指標8.4K處(多加屯避難山屋附近)
C0UA30,白嶺,宜蘭縣,大同鄉太平山白嶺苗圃內
C0UA40,西德山,宜蘭縣,南澳鄉安平坑林道(力霸產業道路)附近山區(南澳事業區28林班內)
C0UA50,西帽山,宜蘭縣,南澳鄉台泥大白山運石道附近山區(羅東事業區96林班內)
C0UA60,樟樹山,宜蘭縣,南澳鄉武塔村樟樹山附近山區
C0UA70,桃源谷,宜蘭縣,頭城鎮及新北市貢寮區交界之桃源谷附近空地
C0UA80,大溪漁港,宜蘭縣,頭城鎮大溪里濱海路5段492號(大溪安檢所樓頂)
C0UA90,石城,宜蘭縣,頭城鎮石城路85號(石城執檢站樓頂)
C0UB00,淡江大學蘭陽校園,宜蘭縣,礁溪鄉林尾路180號（淡江大學蘭陽校園內）
C0UB10,蘇澳,宜蘭縣,蘇澳鎮港區路1號6樓(蘇澳港行政大樓)
C0UB20,壯圍,宜蘭縣,壯圍鄉紅葉路69號
C0V210,復興,高雄市,桃源區復興里復興巷1鄰15號
C0V310,美濃,高雄市,美濃區福安里中山路二段204巷65號(美濃區福安國小後方)
C0V350,溪埔,高雄市,大樹區溪埔里之台29線近83K處
C0V360,內門,高雄市,內門區木柵里木柵3號（木柵國民小學）
C0V370,古亭坑,高雄市,田寮區古亭里
C0V400,阿公店,高雄市,燕巢區西燕里工程路1號（阿公店水庫內）
C0V440,鳳山,高雄市,鳳山區文山路園藝巷4號（鳳山熱帶園藝試驗分所）
C0V450,鳳森,高雄市,小港區水庫段96-1地號（鳳山給水廠內）
C0V490,新興,高雄市,新興區大同一路231號(大同國小內5樓頂)
C0V530,阿蓮,高雄市,阿蓮區阿蓮里民生路94號(阿蓮區公所)
C0V610,梓官,高雄市,梓官區梓官路258號(梓官區公所)
C0V620,永安,高雄市,永安區永安路32號(永安消防分隊)
C0V630,茄萣,高雄市,茄萣區濱海路四段27號(茄萣區公所)
C0V640,湖內,高雄市,湖內區中山路一段290之1號(湖街派出所)
C0V650,彌陀,高雄市,彌陀區中正北路7號(彌陀消防分隊)
C0V660,岡山,高雄市,岡山區岡山路341號(岡山地政事務所)
C0V680,仁武,高雄市,仁武區中正路133號(仁武區公所)
C0V690,鼓山,高雄市,鼓山區臨海一路61-1號(鼓山消防分隊)
C0V700,三民,高雄市,三民區十全一路88號(十全消防分隊)
C0V710,苓雅,高雄市,苓雅區三多一路162號(苓雅消防分隊)
C0V720,林園,高雄市,林園區林園北路179號(林園區公所)
C0V730,大寮,高雄市,大寮區鳳林三路492號(大寮區公所)
C0V740,旗山,高雄市,旗山區延平一路499號(旗山區公所)
C0V750,路竹,高雄市,路竹區國昌路76號(路竹區公所)
C0V760,橋頭,高雄市,橋頭區隆豐路1號(橋頭區公所)
C0V770,大社,高雄市,大社區自強街1號(大社區公所)
C0V790,萬山,高雄市,茂林區萬山段710地號
C0V800,六龜,高雄市,六龜區民治路9號(六龜消防隊)
C0V810,左營,高雄市,左營區左營大路1號(高雄市立海青高級工商職業學校資訊大樓樓頂)
C0V820,小林,高雄市,甲仙區五里路24-2號（小林國小）
C0V840,鳳鼻頭,高雄市,小港區南星路107號
C0V850,蚵仔寮,高雄市,梓官區信蚵里廣澤路100號
C0V860,南寮,高雄市,彌陀區南寮里漁港1街62號
C0V870,文安,高雄市,彌陀區舊港橫路87號
C0V880,興達,高雄市,茄萣區順漁路100號
C0V890,前鎮,高雄市,前鎮區漁港北二路5號
C0V900,汕尾,高雄市,林園區
C0W110,東莒,連江縣,莒光鄉福正村1號(福正抽水機房，莒光遊客中心後方)
C0W120,西嶼,澎湖縣,西嶼鄉195號(西嶼燈塔西方)
C0W130,花嶼,澎湖縣,望安鄉花嶼村2號(花嶼國民小學)
C0W140,金沙,金門縣,金沙鎮環島北路四段465號(金門縣自來水廠榮湖淨水場)
C0W150,金寧,金門縣,金寧鄉頂林路315號(金門縣消防局)
C0W160,烏坵,金門縣,烏坵鄉
C0W180,七美,澎湖縣,雙心石滬風景區
C0W190,望安,澎湖縣,天台山風景區
C0W200,湖西,澎湖縣,摩西分海風景區
,,,
C0W220,北竿,連江縣,連江縣北竿鄉?里村1-1號
C0X050,東河,臺南市,東山區東河里54號(東河水利工作站)
C0X060,下營,臺南市,下營區仁里里下營國小附近
C0X080,佳里,臺南市,佳里區西方之埔尾，近七股區之篤加
C0X100,臺南市北區,臺南市,北區文賢路678號(和緯消防分隊)
C0X110,臺南市南區,臺南市,南區明興路2號(南區區公所)
C0X120,麻豆,臺南市,麻豆區興國路9號(麻豆消防分隊5樓頂)
C0X130,官田,臺南市,官田區中山路一段132號(官田區公所)
C0X140,西港,臺南市,西港區中山路450號(西港消防分隊4樓頂)
C0X150,安定,臺南市,安定區南安里33-11號(安定消防分隊)
C0X160,仁德,臺南市,仁德區仁義路432號(仁德消防分隊)
C0X170,關廟,臺南市,關廟區中正路998號(關廟區公所3樓頂)
C0X180,山上,臺南市,山上區豐德里隙子口5之1號(中油豐德供油中心2樓頂)
C0X190,安平,臺南市,安平區城平路2號(台江國家公園管理處)
C0X200,左鎮,臺南市,左鎮區中正里171號之4(左鎮區公所)
C0X210,白河,臺南市,白河區中山路6號(白河消防分隊)
C0X220,學甲,臺南市,學甲區華宗路313號(學甲區公所)
C0X230,鹽水,臺南市,鹽水區竹埔里1號(竹埔派出所)
C0X240,關子嶺,臺南市,白河區關嶺里94-3號(仙草國小關嶺分校)
C0X250,新營,臺南市,新營區中正路30號(南瀛親子館)
C0X260,後壁,臺南市,後壁區後壁里129號(後壁圖書館)
C0X280,將軍,臺南市,將軍區將貴里58號(將軍國小)
C0X290,北門,臺南市,北門區北門里舊埕108號(北門區公所)
C0X300,鹿寮,臺南市,白河區崎內里12號(鹿寮水庫)
C0X310,七股,臺南市,七股區鹽埕237-11號(氣象署七股雷達站區內)
C0X320,柳營,臺南市,臺南市柳營區國道3號北上324.7K處
C0Z020,明里,花蓮縣,富里鄉明里村明里社區後方山上
